age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
53,6,3,6,1,2,2,0,8,4,250,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
56,9,3,2,2,2,2,0,8,4,208,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
38,8,2,3,2,2,2,0,8,4,72,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
55,9,3,1,1,1,2,0,8,4,23,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
40,9,2,3,2,2,2,0,8,4,498,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
55,9,3,1,1,0,0,0,8,4,78,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
42,6,3,5,2,1,2,0,8,4,204,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
41,4,2,5,2,2,2,0,8,4,90,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
55,7,1,5,2,1,2,0,8,4,539,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
40,4,1,6,2,1,1,0,8,4,273,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
48,9,3,2,1,1,2,0,8,4,107,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,6,3,6,2,1,2,0,8,4,650,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
43,10,3,6,2,1,2,0,8,4,48,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
34,6,3,6,2,1,2,0,8,4,91,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
51,10,3,6,1,1,2,0,8,4,229,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
31,10,2,5,2,2,2,0,8,4,304,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
27,7,2,5,2,1,2,0,8,4,129,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
45,10,1,5,2,1,2,0,8,4,537,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
38,3,3,6,2,2,2,0,8,4,915,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
48,10,3,5,2,2,2,0,8,4,903,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
53,5,3,4,2,2,1,0,8,4,58,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
29,10,2,6,2,2,2,1,8,4,122,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
30,10,2,6,2,2,2,0,8,4,873,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
35,9,1,4,1,2,2,0,8,4,248,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
55,10,3,2,2,2,2,0,8,4,1298,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
41,4,2,5,2,2,2,0,8,4,149,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,6,3,6,1,1,2,0,8,4,717,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
47,8,1,5,2,2,2,1,8,4,147,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
21,1,3,5,2,2,1,0,8,4,85,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
59,8,3,2,1,2,1,0,8,4,709,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
32,8,2,6,2,2,2,0,8,4,72,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
55,10,3,2,2,1,1,0,8,4,185,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
43,9,2,4,2,1,2,1,8,4,28,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
54,5,3,4,2,2,2,0,8,4,148,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
43,9,3,6,2,2,2,0,8,4,172,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,9,1,2,2,1,2,0,8,4,150,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
34,10,2,6,1,2,2,0,8,4,51,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
36,6,3,6,2,2,1,0,8,4,90,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
40,7,3,4,1,2,2,0,8,4,1206,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
47,8,1,5,2,1,1,0,8,4,1869,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
59,10,3,6,2,2,2,0,8,4,52,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
29,8,2,3,2,1,2,1,8,4,575,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
36,9,3,1,1,1,1,0,8,4,256,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
54,8,3,1,2,2,2,0,8,4,823,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
48,9,3,2,1,1,2,0,8,4,484,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,6,3,3,2,0,0,0,8,4,230,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
54,8,3,1,2,1,2,0,8,4,112,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
56,9,3,2,2,2,2,0,8,4,81,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
39,7,1,5,2,2,2,0,8,4,56,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
56,6,1,6,1,1,2,0,8,4,245,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
53,9,3,4,1,2,2,0,8,4,332,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
53,8,3,6,1,2,2,0,8,4,988,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
25,9,2,4,2,1,1,0,8,4,151,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
56,9,3,2,2,2,2,0,8,4,132,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
25,9,2,4,2,2,2,0,8,4,218,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
54,1,3,6,2,2,2,0,8,4,773,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
38,9,2,5,1,1,2,0,8,4,147,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
57,9,3,2,2,2,2,0,8,4,953,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
43,10,3,5,2,2,2,0,8,4,1259,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
48,1,3,1,2,2,2,0,8,4,267,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
53,4,3,6,2,2,1,0,8,4,736,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
51,6,3,6,1,1,2,0,8,4,901,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
43,4,3,5,2,1,2,0,8,4,362,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
33,8,2,4,2,1,2,0,8,4,89,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
28,9,3,2,2,1,2,0,8,4,196,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
35,8,2,3,2,1,1,0,8,4,346,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
32,9,3,4,2,1,2,0,8,4,79,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
48,1,3,1,2,1,2,0,8,4,1850,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
46,9,3,5,1,1,2,0,8,4,134,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,6,3,4,2,2,1,0,8,4,217,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
28,10,3,5,2,2,2,0,8,4,119,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
30,9,3,2,2,2,2,0,8,4,347,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
35,8,2,3,2,2,1,0,8,4,559,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
51,10,3,6,1,2,2,0,8,4,141,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
57,9,3,2,1,1,2,0,8,4,135,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
45,10,3,6,1,2,2,1,8,4,27,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
41,9,3,5,2,2,1,0,8,4,126,6,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
27,7,2,5,2,1,2,1,8,4,101,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
45,4,3,6,1,2,1,0,8,4,62,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
42,7,1,5,2,2,1,0,8,4,464,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
57,9,3,2,2,2,2,0,8,4,631,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
22,9,3,4,2,2,2,0,8,4,203,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
59,5,2,3,1,2,2,0,8,4,306,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
31,7,3,4,1,2,2,0,8,4,318,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
43,4,3,5,2,2,2,0,8,4,810,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
48,10,3,5,1,2,2,0,8,4,273,6,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
59,5,2,3,1,2,2,1,8,4,780,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
44,10,3,6,2,2,1,0,8,4,844,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
44,10,3,6,2,2,2,0,8,4,947,6,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
58,9,3,2,2,2,2,0,8,4,328,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
22,9,3,4,2,2,2,0,8,4,448,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
49,6,3,5,2,1,2,1,8,4,258,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
59,8,3,6,1,1,2,0,8,4,213,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,6,3,6,2,2,2,0,8,4,161,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
59,4,3,2,2,2,2,0,8,4,82,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
48,9,3,6,2,1,2,0,8,4,730,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
58,9,3,6,1,2,2,0,8,4,180,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,6,3,6,1,0,0,0,8,4,367,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
51,2,1,5,2,2,2,0,8,4,870,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
28,9,3,2,2,2,2,0,8,4,1820,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
33,8,2,4,2,2,2,0,8,4,144,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
43,9,3,4,1,2,2,0,8,4,732,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
47,8,1,5,2,2,2,0,8,4,303,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
30,9,3,2,2,2,2,1,8,4,553,6,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,6,3,5,1,2,2,0,8,4,90,6,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
38,8,1,6,2,2,2,0,8,4,137,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
54,8,3,3,2,1,1,0,8,4,268,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
47,8,1,5,2,2,2,0,8,4,828,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
35,7,2,4,2,2,2,0,8,4,136,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
33,10,3,6,2,1,2,0,8,4,180,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
45,9,3,2,2,2,2,0,8,4,367,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
38,10,2,6,2,2,1,0,8,4,513,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
48,10,3,4,2,2,2,0,8,4,347,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
57,1,3,6,2,2,2,0,8,4,1173,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
41,4,2,5,2,2,2,1,8,4,153,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
57,10,3,6,2,2,2,0,8,4,73,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
56,1,3,6,2,1,2,1,8,4,626,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
35,7,2,4,2,2,2,0,8,4,123,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
35,8,3,3,2,2,1,0,8,4,77,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
28,1,3,6,2,2,2,0,8,4,263,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
34,8,1,6,2,1,2,0,8,4,91,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
54,5,2,5,2,2,2,0,8,4,577,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
47,8,1,5,2,1,1,0,8,4,417,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
47,8,1,5,2,1,2,1,8,4,393,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
55,10,3,2,2,2,2,0,8,4,633,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
53,3,3,6,2,1,2,0,8,4,568,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
25,8,1,5,2,2,2,0,8,4,237,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
49,9,3,4,1,2,2,0,8,4,180,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
34,6,2,6,2,1,2,0,8,4,257,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,1,3,3,1,1,2,0,8,4,144,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
52,9,3,4,1,2,2,0,8,4,212,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
26,8,2,6,2,1,2,1,8,4,447,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
57,8,3,3,1,1,1,0,8,4,92,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
57,3,3,6,2,1,2,1,8,4,552,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
51,2,1,5,2,2,2,0,8,4,241,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
59,1,3,2,1,2,2,0,8,4,458,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
37,10,3,1,2,2,1,0,8,4,1602,6,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
57,9,3,2,1,1,2,0,8,0,42,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
37,8,3,1,1,1,2,0,8,0,130,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
49,8,3,3,1,1,2,0,8,0,197,6,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
48,10,2,5,2,1,2,0,8,0,52,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
35,10,2,5,2,1,2,0,8,0,441,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
52,9,3,6,1,2,2,0,8,0,31,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
36,10,2,5,2,1,2,1,8,0,219,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
57,9,3,2,1,1,2,0,8,0,179,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
52,9,3,4,1,1,2,1,8,0,1492,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
43,10,3,4,2,1,2,0,8,0,72,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
45,8,1,6,1,1,2,0,8,0,64,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
43,4,2,6,2,1,1,0,8,0,210,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
60,5,3,5,1,1,2,1,8,0,133,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
49,10,1,5,2,1,2,0,8,0,203,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
41,10,3,4,1,1,2,0,8,0,823,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
52,9,3,2,1,1,1,0,8,0,682,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
42,8,3,3,2,2,2,0,8,0,154,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
49,6,3,6,2,2,2,1,8,0,150,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
46,8,3,3,2,2,2,0,8,0,13,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
33,8,2,5,2,2,2,0,8,0,1422,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
52,9,3,2,1,1,1,0,8,0,114,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
31,10,1,5,2,1,1,0,8,0,186,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
32,4,1,6,2,2,1,0,8,0,57,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
56,8,1,3,2,2,2,1,8,0,159,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
32,4,1,6,2,1,2,0,8,0,123,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
28,7,2,5,2,1,2,0,8,0,102,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
56,7,3,5,2,2,1,0,8,0,65,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,8,3,6,2,1,2,1,8,0,78,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
36,7,3,5,2,2,2,0,8,0,303,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
47,8,1,3,2,1,1,0,8,0,43,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
49,10,3,6,2,1,2,0,8,0,44,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
32,10,2,5,2,2,2,0,8,0,212,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
35,10,2,6,1,2,2,0,8,0,111,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
56,5,2,3,1,2,2,0,8,0,161,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
27,10,3,6,2,1,1,0,8,0,979,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
42,10,3,6,2,1,2,0,8,0,591,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
54,9,3,4,1,2,2,0,8,0,602,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
51,4,3,1,1,1,2,0,8,0,190,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
27,7,2,5,2,1,1,0,8,0,616,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
42,10,2,5,2,1,1,0,8,0,295,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
46,10,3,3,2,1,2,0,8,0,359,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
46,6,3,6,2,1,1,0,8,0,153,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
47,9,3,2,1,1,1,0,8,0,110,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
27,8,2,5,2,1,2,0,8,0,198,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
53,6,3,6,2,2,2,0,8,0,136,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
55,8,3,6,2,1,2,0,8,0,173,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
38,9,1,5,2,1,2,0,8,0,294,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
27,8,2,5,2,2,2,0,8,0,784,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
40,10,3,6,2,2,2,0,8,0,310,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
42,9,2,2,2,2,1,0,8,0,107,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
31,3,3,6,2,2,2,0,8,0,298,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
43,10,2,5,2,2,2,0,8,0,110,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
34,9,2,6,2,1,1,0,8,0,1000,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
39,10,2,5,2,2,2,0,8,0,361,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,5,3,3,2,2,2,0,8,0,695,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
52,9,2,6,1,1,1,0,8,0,137,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
43,10,2,5,2,2,2,0,8,0,335,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
44,10,3,6,2,1,2,0,8,0,735,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
28,9,2,4,2,1,2,0,8,0,75,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
55,1,3,5,2,2,1,0,8,0,57,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
28,9,2,4,2,1,2,0,8,0,159,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
39,10,2,5,2,2,2,0,8,0,337,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,8,3,6,2,1,1,0,8,0,337,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
28,9,2,4,2,2,2,0,8,0,267,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
28,9,2,4,2,1,2,0,8,0,803,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
45,8,3,6,2,2,2,0,8,0,115,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
56,9,3,4,1,1,2,0,8,0,282,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
32,9,3,3,2,2,2,1,8,0,168,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
44,9,3,6,1,1,2,0,8,0,18,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
48,10,3,6,2,1,2,0,8,0,54,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
38,8,2,6,2,2,2,0,8,0,172,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
32,9,3,3,2,1,2,0,8,0,256,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
25,8,2,5,2,1,1,0,8,0,112,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
36,7,2,5,2,2,2,0,8,0,862,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
45,8,1,6,1,1,2,0,8,0,134,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
52,10,3,5,2,1,2,0,8,0,324,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
44,9,3,2,2,2,2,0,8,0,65,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
40,10,2,6,2,2,2,0,8,0,250,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
40,10,2,6,2,2,2,0,8,0,198,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
40,10,2,6,2,1,2,1,8,0,241,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
60,5,3,5,1,2,2,0,8,0,79,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
42,9,2,2,2,2,2,0,8,0,112,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
56,8,3,6,1,2,2,0,8,0,86,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,10,3,6,2,2,2,0,8,0,127,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
48,10,1,6,1,2,2,0,8,0,246,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
51,5,3,4,1,2,2,0,8,0,50,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
43,10,2,5,2,2,2,0,8,0,71,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
35,7,2,4,2,1,2,0,8,0,61,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
39,3,3,1,2,2,2,0,8,0,40,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
53,5,3,5,2,1,2,0,8,0,720,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
40,8,3,3,2,1,2,0,8,0,175,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
40,8,3,3,2,1,2,0,8,0,234,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
27,10,3,6,2,2,2,0,8,0,226,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
27,10,3,6,2,0,0,0,8,0,352,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
52,9,3,6,1,1,2,0,8,0,227,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
39,10,3,5,2,2,2,0,8,0,214,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
56,3,3,4,1,1,2,0,8,0,571,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
32,9,3,2,2,1,2,1,8,0,110,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
29,7,2,6,2,1,2,0,8,0,246,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
51,8,1,3,2,1,2,0,8,0,63,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
56,9,3,4,1,2,2,0,8,0,113,3,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
38,10,3,6,2,1,2,0,8,0,188,5,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
34,8,3,6,2,2,2,0,8,0,133,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
42,8,2,3,2,2,2,0,8,0,98,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
47,9,3,1,1,1,2,0,8,0,51,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
33,9,3,4,2,1,2,1,8,0,286,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
27,8,2,6,2,2,2,0,8,0,238,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
45,10,3,3,2,1,2,0,8,0,49,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
35,6,3,6,2,1,2,0,8,0,102,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
48,10,2,5,2,1,1,0,8,0,18,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
52,10,3,5,2,1,2,0,8,0,795,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
46,8,1,6,1,2,2,1,8,0,1946,4,999,0,2,1.4,93.918,-42.7,4.962,5228.1,1
56,9,3,4,1,2,2,0,8,0,560,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
45,10,3,5,2,2,2,0,8,0,172,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
57,9,3,2,1,1,1,0,8,0,77,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
50,10,3,6,2,1,2,0,8,0,99,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
57,9,3,2,1,2,2,0,8,0,153,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
60,5,3,5,1,2,2,1,8,0,297,2,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
60,5,3,1,1,1,2,0,8,0,135,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
60,5,3,1,1,1,2,0,8,0,95,1,999,0,2,1.4,93.918,-42.7,4.962,5228.1,0
